,Order Id,Product,Quantity Ordered,Price Each,Order Data,Purchase Address
34,108502,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"451 Walnut St, Austin, ME 73301"
35,108503,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"241 Dogwood St, Dallas, MA 73301"
36,108504,USB-C Charging Cable,5664,"[11.95, 30]",NA,"276 River St, Atlanta, CA 30301"
37,108505,Wired Headphones,5664,"[11.99, 26]",NA,"847 Johnson St, Portland, CA 02215"
38,108506,iPhone,5664,"[700, 10]",NA,"87 Adams St, Los Angeles, OR 97035"
39,108507,Macbook Pro Laptop,5664,"[1700, 7]",NA,"780 Adams St, Boston, TX 10001"
40,108508,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"307 12th St, Boston, MA 90001"
41,108509,Apple Airpods Headphones,5664,"[150, 22]",NA,"93 Washington St, Seattle, MA 97035"
42,108510,Google Phone,5664,"[600, 8]",NA,"23 Lincoln St, Los Angeles, TX 02215"
43,108511,Lightning Charging Cable,5664,"[14.95, 30]",NA,"207 5th St, New York City, TX 30301"
44,108512,Apple Airpods Headphones,5664,"[150, 22]",NA,"232 Cherry St, Atlanta, WA 94016"
45,108513,Flatscreen TV,5664,"[300, 7]",NA,"339 River St, New York City, TX 90001"
46,108514,ThinkPad Laptop,5664,"[999.99, 6]",NA,"871 Hill St, New York City, WA 10001"
47,108515,Wired Headphones,5664,"[11.99, 26]",NA,"638 8th St, San Francisco, WA 75001"
48,108516,ThinkPad Laptop,5664,"[999.99, 6]",NA,"646 Church St, Dallas, TX 98101"
49,108517,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"682 Jefferson St, New York City, WA 04101"
50,108518,Macbook Pro Laptop,5664,"[1700, 7]",NA,"505 River St, Dallas, CA 97035"
51,108519,Apple Airpods Headphones,5664,"[150, 22]",NA,"487 10th St, Austin, NY 98101"
52,108520,Apple Airpods Headphones,5664,"[150, 22]",NA,"164 2nd St, New York City, ME 98101"
53,108521,Lightning Charging Cable,5664,"[14.95, 30]",NA,"256 2nd St, Portland, OR 04101"
54,108522,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"932 Ridge St, Los Angeles, CA 73301"
55,108523,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"990 6th St, Portland, NY 90001"
56,108524,Lightning Charging Cable,5664,"[14.95, 30]",NA,"597 9th St, San Francisco, CA 73301"
57,108525,Apple Airpods Headphones,5664,"[150, 22]",NA,"54 Spruce St, San Francisco, ME 10001"
58,108526,Macbook Pro Laptop,5664,"[1700, 7]",NA,"255 Spruce St, Portland, TX 73301"
59,108527,27in FHD Monitor,5664,"[149.99, 11]",NA,"619 8th St, Los Angeles, ME 94016"
60,108528,USB-C Charging Cable,5664,"[11.95, 30]",NA,"909 Madison St, Dallas, ME 90001"
61,108529,Wired Headphones,5664,"[11.99, 26]",NA,"649 Highland St, New York City, TX 73301"
62,108530,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"528 Washington St, Austin, WA 73301"
63,108531,Lightning Charging Cable,5664,"[14.95, 30]",NA,"671 Jefferson St, Los Angeles, CA 90001"
64,108532,Wired Headphones,5664,"[11.99, 26]",NA,"74 Church St, Los Angeles, TX 75001"
65,108533,Apple Airpods Headphones,5664,"[150, 22]",NA,"724 12th St, Los Angeles, TX 90001"
66,108534,Apple Airpods Headphones,5664,"[150, 22]",NA,"358 Dogwood St, San Francisco, MA 10001"
67,108535,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"598 Cherry St, Los Angeles, GA 73301"
68,108536,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"918 Adams St, Los Angeles, TX 10001"
69,108537,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"481 Elm St, New York City, OR 90001"
70,108538,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"31 Cherry St, Austin, ME 73301"
71,108539,Lightning Charging Cable,5664,"[14.95, 30]",NA,"148 11th St, Los Angeles, TX 90001"
72,108540,Macbook Pro Laptop,5664,"[1700, 7]",NA,"492 7th St, Dallas, ME 30301"
73,108541,Wired Headphones,5664,"[11.99, 26]",NA,"471 South St, Los Angeles, TX 90001"
74,108542,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"320 North St, San Francisco, GA 75001"
75,108543,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"682 Main St, New York City, TX 94016"
76,108544,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"461 9th St, San Francisco, TX 98101"
77,108545,Apple Airpods Headphones,5664,"[150, 22]",NA,"931 Jefferson St, San Francisco, CA 02215"
78,108546,USB-C Charging Cable,5664,"[11.95, 30]",NA,"95 Maple St, Boston, NY 10001"
79,108547,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"991 Hickory St, Los Angeles, GA 94016"
80,108548,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"531 Chestnut St, Austin, CA 98101"
81,108549,USB-C Charging Cable,5664,"[11.95, 30]",NA,"365 Park St, New York City, OR 98101"
82,108550,ThinkPad Laptop,5664,"[999.99, 6]",NA,"128 Cedar St, San Francisco, NY 04101"
83,108551,Lightning Charging Cable,5664,"[14.95, 30]",NA,"119 Washington St, Los Angeles, CA 04101"
84,108552,Lightning Charging Cable,5664,"[14.95, 30]",NA,"600 4th St, Dallas, CA 90001"
85,108553,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"208 South St, Los Angeles, NY 10001"
86,108554,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"688 4th St, San Francisco, OR 30301"
87,108555,27in FHD Monitor,5664,"[149.99, 11]",NA,"81 Hickory St, San Francisco, TX 94016"
88,108556,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"216 11th St, Los Angeles, ME 90001"
89,108557,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"346 11th St, San Francisco, NY 97035"
90,108558,Lightning Charging Cable,5664,"[14.95, 30]",NA,"511 Washington St, Los Angeles, GA 97035"
91,108559,Wired Headphones,5664,"[11.99, 26]",NA,"509 Center St, New York City, MA 94016"
92,108560,USB-C Charging Cable,5664,"[11.95, 30]",NA,"655 Center St, San Francisco, NY 02215"
93,108561,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"784 North St, New York City, CA 10001"
94,108562,Lightning Charging Cable,5664,"[14.95, 30]",NA,"882 North St, Los Angeles, GA 73301"
95,108563,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"679 Hill St, Dallas, CA 10001"
96,108564,ThinkPad Laptop,5664,"[999.99, 6]",NA,"106 River St, Austin, WA 94016"
97,108565,ThinkPad Laptop,5664,"[999.99, 6]",NA,"565 7th St, San Francisco, CA 02215"
98,108566,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"394 6th St, Atlanta, NY 30301"
99,108567,Lightning Charging Cable,5664,"[14.95, 30]",NA,"533 Dogwood St, Dallas, NY 75001"
100,108568,Lightning Charging Cable,5664,"[14.95, 30]",NA,"132 Cedar St, Los Angeles, MA 10001"
101,108569,USB-C Charging Cable,5664,"[11.95, 30]",NA,"366 North St, Boston, TX 02215"
102,108570,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"127 Cedar St, Los Angeles, ME 94016"
103,108571,Lightning Charging Cable,5664,"[14.95, 30]",NA,"654 10th St, Boston, TX 02215"
104,108572,Wired Headphones,5664,"[11.99, 26]",NA,"543 Wilson St, Boston, MA 02215"
105,108573,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"355 12th St, New York City, TX 04101"
106,108574,USB-C Charging Cable,5664,"[11.95, 30]",NA,"350 Maple St, New York City, TX 02215"
107,108575,Apple Airpods Headphones,5664,"[150, 22]",NA,"428 Center St, Los Angeles, CA 73301"
108,108576,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"639 5th St, San Francisco, TX 04101"
109,108577,Macbook Pro Laptop,5664,"[1700, 7]",NA,"780 Lake St, Los Angeles, WA 73301"
110,108578,Lightning Charging Cable,5664,"[14.95, 30]",NA,"406 Cherry St, Los Angeles, MA 97035"
111,108579,Lightning Charging Cable,5664,"[14.95, 30]",NA,"493 9th St, Portland, ME 98101"
112,108580,USB-C Charging Cable,5664,"[11.95, 30]",NA,"529 Park St, San Francisco, CA 30301"
113,108581,Google Phone,5664,"[600, 8]",NA,"315 River St, Seattle, MA 97035"
114,108582,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"806 Maple St, Boston, TX 98101"
115,108583,USB-C Charging Cable,5664,"[11.95, 30]",NA,"624 4th St, Dallas, ME 30301"
116,108584,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"806 Park St, Los Angeles, TX 75001"
117,108585,20in Monitor,5664,"[109.99, 6]",NA,"187 Hickory St, Seattle, GA 94016"
118,108586,Apple Airpods Headphones,5664,"[150, 22]",NA,"578 Elm St, New York City, CA 94016"
119,108587,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"62 12th St, Dallas, CA 10001"
120,108588,ThinkPad Laptop,5664,"[999.99, 6]",NA,"740 Lake St, Portland, MA 97035"
121,108589,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"725 11th St, New York City, NY 97035"
122,108590,Wired Headphones,5664,"[11.99, 26]",NA,"51 8th St, Los Angeles, CA 02215"
123,108591,USB-C Charging Cable,5664,"[11.95, 30]",NA,"731 Dogwood St, Boston, OR 98101"
124,108592,Lightning Charging Cable,5664,"[14.95, 30]",NA,"667 Center St, Los Angeles, OR 02215"
125,108593,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"473 Jefferson St, San Francisco, TX 02215"
126,108594,USB-C Charging Cable,5664,"[11.95, 30]",NA,"588 4th St, Los Angeles, CA 73301"
127,108595,Lightning Charging Cable,5664,"[14.95, 30]",NA,"804 8th St, Los Angeles, NY 90001"
128,108596,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"372 Highland St, Los Angeles, ME 90001"
129,108597,Vareebadd Phone,5664,"[400, 3]",NA,"175 River St, San Francisco, CA 90001"
130,108598,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"922 North St, Seattle, NY 97035"
131,108599,LG Dryer,5664,"[600.0, 1]",NA,"4 8th St, Dallas, WA 73301"
132,108600,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"849 South St, Seattle, WA 10001"
133,108601,Lightning Charging Cable,5664,"[14.95, 30]",NA,"100 Jackson St, Boston, GA 94016"
134,108602,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"991 9th St, San Francisco, TX 98101"
135,108603,USB-C Charging Cable,5664,"[11.95, 30]",NA,"488 11th St, Los Angeles, OR 90001"
136,108604,Wired Headphones,5664,"[11.99, 26]",NA,"943 4th St, Austin, TX 94016"
137,108605,Lightning Charging Cable,5664,"[14.95, 30]",NA,"413 River St, Austin, OR 97035"
138,108606,Lightning Charging Cable,5664,"[14.95, 30]",NA,"112 14th St, San Francisco, NY 10001"
139,108607,USB-C Charging Cable,5664,"[11.95, 30]",NA,"134 Spruce St, New York City, ME 98101"
140,108608,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"567 North St, Los Angeles, WA 90001"
141,108609,USB-C Charging Cable,5664,"[11.95, 30]",NA,"261 Cherry St, Atlanta, CA 73301"
142,108610,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"415 Lake St, Dallas, TX 73301"
143,108611,27in FHD Monitor,5664,"[149.99, 11]",NA,"10 Johnson St, Boston, TX 10001"
144,108612,iPhone,5664,"[700, 10]",NA,"61 8th St, Seattle, MA 02215"
145,108613,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"99 Cedar St, Seattle, GA 75001"
146,108614,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"159 12th St, Boston, MA 04101"
147,108615,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"32 Washington St, Seattle, TX 75001"
148,108616,USB-C Charging Cable,5664,"[11.95, 30]",NA,"250 River St, San Francisco, ME 30301"
149,108617,Macbook Pro Laptop,5664,"[1700, 7]",NA,"40 Cherry St, New York City, OR 73301"
150,108618,USB-C Charging Cable,5664,"[11.95, 30]",NA,"771 Elm St, Los Angeles, TX 10001"
151,108619,Wired Headphones,5664,"[11.99, 26]",NA,"979 Jackson St, Los Angeles, WA 94016"
152,108620,Wired Headphones,5664,"[11.99, 26]",NA,"67 7th St, Austin, WA 94016"
153,108621,Wired Headphones,5664,"[11.99, 26]",NA,"168 Lakeview St, Dallas, MA 30301"
154,108622,Flatscreen TV,5664,"[300, 7]",NA,"859 Pine St, Atlanta, ME 94016"
155,108623,USB-C Charging Cable,5664,"[11.95, 30]",NA,"618 Maple St, New York City, MA 97035"
156,108624,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"379 Johnson St, San Francisco, NY 75001"
157,108625,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"324 9th St, Seattle, NY 30301"
158,108626,27in FHD Monitor,5664,"[149.99, 11]",NA,"784 Pine St, San Francisco, MA 98101"
159,108627,USB-C Charging Cable,5664,"[11.95, 30]",NA,"579 6th St, Portland, OR 04101"
160,108628,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"726 Madison St, San Francisco, NY 98101"
161,108629,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"981 Cherry St, Atlanta, TX 02215"
162,108630,Lightning Charging Cable,5664,"[14.95, 30]",NA,"667 2nd St, Los Angeles, MA 75001"
163,108631,Lightning Charging Cable,5664,"[14.95, 30]",NA,"231 Spruce St, San Francisco, TX 75001"
164,108632,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"329 Madison St, Los Angeles, NY 10001"
165,108633,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"265 Center St, Los Angeles, OR 98101"
166,108634,iPhone,5664,"[700, 10]",NA,"984 Cherry St, San Francisco, NY 10001"
167,108635,Wired Headphones,5664,"[11.99, 26]",NA,"495 1st St, Los Angeles, MA 30301"
168,108636,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"69 Cherry St, Atlanta, NY 97035"
169,108637,27in FHD Monitor,5664,"[149.99, 11]",NA,"689 Lakeview St, San Francisco, GA 02215"
170,108638,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"476 Jefferson St, San Francisco, NY 04101"
171,108639,Vareebadd Phone,5664,"[400, 3]",NA,"284 9th St, New York City, TX 98101"
172,108640,USB-C Charging Cable,5664,"[11.95, 30]",NA,"494 8th St, Atlanta, CA 02215"
173,108641,27in FHD Monitor,5664,"[149.99, 11]",NA,"725 4th St, Seattle, OR 04101"
174,108642,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"751 6th St, Los Angeles, GA 90001"
175,108643,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"222 Forest St, Portland, ME 98101"
176,108644,iPhone,5664,"[700, 10]",NA,"325 10th St, New York City, GA 94016"
177,108645,Lightning Charging Cable,5664,"[14.95, 30]",NA,"441 Lake St, San Francisco, OR 94016"
178,108646,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"409 Madison St, Austin, CA 97035"
179,108647,USB-C Charging Cable,5664,"[11.95, 30]",NA,"949 Hill St, Los Angeles, GA 10001"
180,108648,Apple Airpods Headphones,5664,"[150, 22]",NA,"885 Church St, Los Angeles, OR 73301"
181,108649,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"998 Maple St, Boston, GA 30301"
182,108650,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"338 Meadow St, New York City, ME 94016"
183,108651,USB-C Charging Cable,5664,"[11.95, 30]",NA,"823 5th St, San Francisco, TX 98101"
184,108652,Wired Headphones,5664,"[11.99, 26]",NA,"842 5th St, Dallas, MA 30301"
185,108653,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"416 4th St, San Francisco, NY 04101"
186,108654,20in Monitor,5664,"[109.99, 6]",NA,"437 Pine St, Los Angeles, NY 94016"
187,108655,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"740 Pine St, Portland, GA 10001"
188,108656,Lightning Charging Cable,5664,"[14.95, 30]",NA,"696 2nd St, Austin, MA 75001"
189,108657,27in FHD Monitor,5664,"[149.99, 11]",NA,"357 Ridge St, New York City, CA 02215"
190,108658,20in Monitor,5664,"[109.99, 6]",NA,"111 South St, Los Angeles, CA 10001"
191,108659,Apple Airpods Headphones,5664,"[150, 22]",NA,"53 Main St, Boston, WA 02215"
192,108660,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"44 Madison St, Seattle, WA 94016"
193,108661,USB-C Charging Cable,5664,"[11.95, 30]",NA,"379 Hickory St, New York City, CA 90001"
194,108662,Macbook Pro Laptop,5664,"[1700, 7]",NA,"801 9th St, San Francisco, CA 94016"
195,108663,USB-C Charging Cable,5664,"[11.95, 30]",NA,"297 14th St, Portland, OR 90001"
196,108664,Macbook Pro Laptop,5664,"[1700, 7]",NA,"434 Elm St, New York City, OR 94016"
197,108665,USB-C Charging Cable,5664,"[11.95, 30]",NA,"393 Lincoln St, Seattle, NY 30301"
198,108666,USB-C Charging Cable,5664,"[11.95, 30]",NA,"977 South St, Boston, TX 30301"
199,108667,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"987 Lakeview St, Los Angeles, CA 98101"
200,108668,Wired Headphones,5664,"[11.99, 26]",NA,"595 Lincoln St, Seattle, WA 97035"
201,108669,Lightning Charging Cable,5664,"[14.95, 30]",NA,"95 Elm St, San Francisco, MA 75001"
202,108670,USB-C Charging Cable,5664,"[11.95, 30]",NA,"565 11th St, Dallas, GA 75001"
203,108671,Wired Headphones,5664,"[11.99, 26]",NA,"699 Sunset St, Boston, ME 94016"
204,108672,Lightning Charging Cable,5664,"[14.95, 30]",NA,"42 Hickory St, Boston, GA 04101"
205,108673,LG Dryer,5664,"[600.0, 1]",NA,"52 North St, Atlanta, CA 90001"
206,108674,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"117 Jackson St, Boston, OR 30301"
207,108675,27in 4K Gaming Monitor,5664,"[389.99, 9]",NA,"636 Lake St, Portland, WA 73301"
208,108676,Bose SoundSport Headphones,5664,"[99.99, 19]",NA,"869 Lakeview St, Los Angeles, TX 73301"
209,108677,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"670 9th St, New York City, CA 30301"
210,108678,Macbook Pro Laptop,5664,"[1700, 7]",NA,"182 Jefferson St, Portland, CA 30301"
211,108679,Wired Headphones,5664,"[11.99, 26]",NA,"688 2nd St, San Francisco, CA 75001"
212,108680,20in Monitor,5664,"[109.99, 6]",NA,"558 9th St, San Francisco, OR 02215"
213,108681,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"195 Elm St, Dallas, TX 94016"
214,108682,Wired Headphones,5664,"[11.99, 26]",NA,"431 2nd St, San Francisco, TX 30301"
215,108683,Google Phone,5664,"[600, 8]",NA,"147 8th St, Boston, TX 73301"
216,108684,Apple Airpods Headphones,5664,"[150, 22]",NA,"866 South St, San Francisco, CA 30301"
217,108685,Wired Headphones,5664,"[11.99, 26]",NA,"653 Church St, Atlanta, TX 02215"
218,108686,Flatscreen TV,5664,"[300, 7]",NA,"570 5th St, Dallas, WA 97035"
219,108687,Macbook Pro Laptop,5664,"[1700, 7]",NA,"20 River St, San Francisco, TX 30301"
220,108688,Lightning Charging Cable,5664,"[14.95, 30]",NA,"282 7th St, San Francisco, GA 30301"
221,108689,iPhone,5664,"[700, 10]",NA,"281 Adams St, Portland, CA 98101"
222,108690,USB-C Charging Cable,5664,"[11.95, 30]",NA,"271 Hill St, San Francisco, CA 30301"
223,108691,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"857 Lakeview St, New York City, CA 30301"
224,108692,Wired Headphones,5664,"[11.99, 26]",NA,"985 Church St, San Francisco, MA 10001"
225,108693,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"468 Walnut St, Dallas, CA 30301"
226,108694,iPhone,5664,"[700, 10]",NA,"256 Lake St, Atlanta, WA 90001"
227,108695,USB-C Charging Cable,5664,"[11.95, 30]",NA,"152 10th St, New York City, MA 73301"
228,108696,Apple Airpods Headphones,5664,"[150, 22]",NA,"684 Madison St, San Francisco, GA 75001"
229,108697,Wired Headphones,5664,"[11.99, 26]",NA,"651 Center St, San Francisco, TX 30301"
230,108698,Lightning Charging Cable,5664,"[14.95, 30]",NA,"108 Ridge St, Boston, TX 73301"
231,108699,Wired Headphones,5664,"[11.99, 26]",NA,"725 7th St, Dallas, TX 90001"
232,108700,ThinkPad Laptop,5664,"[999.99, 6]",NA,"509 Forest St, Seattle, MA 94016"
233,108701,Wired Headphones,5664,"[11.99, 26]",NA,"162 Jefferson St, Los Angeles, CA 04101"
234,108702,USB-C Charging Cable,5664,"[11.95, 30]",NA,"414 5th St, San Francisco, NY 73301"
235,108703,ThinkPad Laptop,5664,"[999.99, 6]",NA,"984 Sunset St, Los Angeles, CA 90001"
236,108704,USB-C Charging Cable,5664,"[11.95, 30]",NA,"869 Johnson St, San Francisco, TX 30301"
237,108705,Wired Headphones,5664,"[11.99, 26]",NA,"262 Lakeview St, Atlanta, ME 98101"
238,108706,Flatscreen TV,5664,"[300, 7]",NA,"182 10th St, San Francisco, TX 30301"
239,108707,Lightning Charging Cable,5664,"[14.95, 30]",NA,"737 5th St, Atlanta, WA 30301"
240,108708,27in FHD Monitor,5664,"[149.99, 11]",NA,"593 Lake St, Los Angeles, WA 97035"
241,108709,USB-C Charging Cable,5664,"[11.95, 30]",NA,"268 Lake St, San Francisco, ME 30301"
242,108710,Apple Airpods Headphones,5664,"[150, 22]",NA,"159 Cedar St, Boston, OR 04101"
243,108711,Lightning Charging Cable,5664,"[14.95, 30]",NA,"85 Johnson St, New York City, MA 73301"
244,108712,iPhone,5664,"[700, 10]",NA,"229 Maple St, New York City, TX 04101"
245,108713,20in Monitor,5664,"[109.99, 6]",NA,"577 Main St, Dallas, ME 97035"
246,108714,Apple Airpods Headphones,5664,"[150, 22]",NA,"665 Elm St, New York City, OR 73301"
247,108715,Macbook Pro Laptop,5664,"[1700, 7]",NA,"614 14th St, New York City, GA 94016"
248,108716,iPhone,5664,"[700, 10]",NA,"34 Chestnut St, Boston, CA 97035"
249,108717,Lightning Charging Cable,5664,"[14.95, 30]",NA,"583 Park St, Dallas, NY 98101"
250,108718,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"530 5th St, Dallas, WA 98101"
251,108719,AAA Batteries (4-pack),5664,"[2.99, 30]",NA,"544 2nd St, New York City, TX 73301"
252,108720,Wired Headphones,5664,"[11.99, 26]",NA,"366 4th St, Boston, OR 73301"
253,108721,Wired Headphones,5664,"[11.99, 26]",NA,"116 South St, Los Angeles, CA 90001"
254,108722,Wired Headphones,5664,"[11.99, 26]",NA,"966 7th St, Los Angeles, WA 73301"
255,108723,Google Phone,5664,"[600, 8]",NA,"18 4th St, San Francisco, WA 90001"
256,108724,27in FHD Monitor,5664,"[149.99, 11]",NA,"635 4th St, Los Angeles, WA 02215"
257,108725,Google Phone,5664,"[600, 8]",NA,"299 8th St, Austin, CA 02215"
258,108726,LG Washing Machine,5664,"[600.0, 1]",NA,"425 Highland St, New York City, CA 30301"
259,108727,Lightning Charging Cable,5664,"[14.95, 30]",NA,"175 13th St, San Francisco, WA 94016"
260,108728,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"592 Main St, Boston, ME 90001"
261,108729,AA Batteries (4-pack),5664,"[3.84, 30]",NA,"90 1st St, Austin, GA 75001"
262,108730,USB-C Charging Cable,5664,"[11.95, 30]",NA,"943 Meadow St, Portland, CA 94016"
263,108731,34in Ultrawide Monitor,5664,"[379.99, 9]",NA,"542 13th St, Los Angeles, ME 90001"
264,108732,Wired Headphones,5664,"[11.99, 26]",NA,"619 Dogwood St, Portland, WA 73301"
265,108733,USB-C Charging Cable,5664,"[11.95, 30]",NA,"468 9th St, Seattle, TX 90001"
266,108734,Apple Airpods Headphones,5664,"[150, 22]",NA,"436 2nd St, Atlanta, GA 75001"
267,108735,Wired Headphones,5664,"[11.99, 26]",NA,"11 4th St, San Francisco, CA 90001"
268,108736,iPhone,5664,"[700, 10]",NA,"275 12th St, Portland, NY 75001"
